Submitted at,Country you live and work in,City,Gender,Your age,Your job title,UI/UX Designer,What is your current type of employment?,Level of seniority,Primary field of work,Years of relevant design experience,Years of total working experience,Years of relevant experience_grouped,Highest level of formal education attained,Did you have design-related education (Formal/informal)?,Select the relevant design-related education. Select all that apply.,"Select the relevant design-related education. Select all that apply. (Formal design education (Diploma, Degree..))",Select the relevant design-related education. Select all that apply. (Online certification (e.g. Coursera or IDF)),Select the relevant design-related education. Select all that apply. (Bootcamps (e.g. General Assembly)),Select the relevant design-related education. Select all that apply. (In-person certified courses),Select the relevant design-related education. Select all that apply. (Self-taught / informal / unstructured courses),Have you lived and worked in another country?,Currency you draw your salary in,Would you like to share your base salary on a monthly or annual basis?,Annual base salary,Monthly base salary,Annual bonus,Annual stock grant (in local currency),Other compensation (annual basis),Annual Total Comp,Annual Total Comp (SGD),Exclude,More than 1 row_jobtitle,Other benefits,What type of company do you currently work for?,Industry your company is in,Company size,Size of design team,Are you physically located at your company headquarters?,Work arrangement at company,Company name
17/11/2024 16:34,Singapore,Singapore,Female,31 - 35,UX consultant,Graphic Designer,Full-time employee,Mid-level IC,Product / UX research,4,10,3 to 5 years,Bachelor's degree,Yes,Online certification (e.g. Coursera or IDF),FALSE,TRUE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"4,700","4,700",,"2,200","63,300","63,300",,Y,"Dental insurance, Professional development, training, or learning fund, Budget for equipment or home office setup, Paid medical leave, Paid time off / vacation time, Transport subsidies, Allowance for flexible working arrangement (remote/co-working space), Health insurance, Internet / mobile phone subsidies, Onsite food / snacks, Flexible schedule",Agency / Consulting,Government & public services,201 - 1000,2-Oct,Yes,3 days on-site,
17/11/2024 22:35,Indonesia,Jakarta,Male,25 - 30,Graphic Designer,Graphic Designer,Full-time employee,Senior IC,Marketing / graphic design,5,5,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,600,000","6,600,000",,,"85,800,000","7,207",,Y,"Wellness (gym, fitness, etc), Paid time off / vacation time, Health insurance, Dental insurance, Paid medical leave, Onsite food / snacks, Professional development, training, or learning fund",Start-up,Financial services,Nov-50,2-Oct,No,Fully on-site,Easylink Indonesia
18/11/2024 6:09,Indonesia,Jakarta,Female,25 - 30,Graphic Designer,UI/UX Designer,Self-employed (Freelancers; own company),Mid-level IC,Marketing / graphic design,4,4,3 to 5 years,Bachelor's degree,No,,,,,,,Yes,USD,Monthly,,400,,,,"4,800","6,480",,Y,,Agency / Consulting,marketing,1-Oct,2-Oct,Not applicable,Fully remote,
18/11/2024 7:12,Indonesia,Jakarta,Female,18 - 24,UI/UX Designer,UI/UX Designer,Fixed term contractor,Mid-level IC,Visual / UI design,3,4,3 to 5 years,Diploma,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"5,500,000",,,,"66,000,000","5,544",,Y,"Health insurance, Professional development, training, or learning fund, Transport subsidies, Flexible schedule, Paid medical leave",Large enterprise (MNC),"Transportation, hospitality & services",201 - 1000,Team of 1,Not applicable,Fully on-site,
18/11/2024 16:34,Indonesia,Sleman,Female,25 - 30,UI/UX designer,UI/UX Designer,Full-time employee,Senior IC,Product / UX design,5,6,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"13,040,000","13,040,000",,,"169,520,000","14,240",,Y,"Flexible schedule, Paid time off / vacation time, Paid medical leave, Allowance for flexible working arrangement (remote/co-working space)",Start-up,"Technology, media & telecommunications",Nov-50,Team of 1,No,Fully remote,prospace
19/11/2024 7:58,Indonesia,Jakarta,Male,25 - 30,3D Designer,Marketing designer,Fixed term contractor,Mid-level IC,Industrial design,5,3,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"10,000,000","10,000,000",,,"130,000,000","10,920",,Y,"Health insurance, Paid time off / vacation time",Large enterprise (MNC),"Retail, wholesale & distribution",201 - 1000,Nov-50,Yes,Fully on-site,
19/11/2024 9:58,Indonesia,Medan,Male,25 - 30,Marketing Designer,Motion designer,Fixed term contractor,Mid-level IC,Marketing / graphic design,6,6,5 to 10 years,High school / secondary school,No,,,,,,,No,USD,Monthly,,"1,000",,,,"12,000","16,200",,Y,"Flexible schedule, Paid time off / vacation time, Flexible spending account",Start-up,Education,Nov-50,Team of 1,No,Fully remote,CodeCrafters.io (YC S22)
19/11/2024 10:05,Indonesia,Jakarta,Male,25 - 30,3D Motion Designer,Graphic Designer,Full-time employee,Senior IC,Motion / animation design,2,4,Up to 3 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056",,Y,Allowance for flexible working arrangement (remote/co-working space),Start-up,Consumer products,51 - 200,2-Oct,Yes,Fully on-site,Worldwhite Enterprise
19/11/2024 17:07,Indonesia,Jakarta,Male,25 - 30,Graphic Designer,Graphic Designer,Fixed term contractor,Senior IC,Marketing / graphic design,6,6,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,900,000",,,,"82,800,000","6,955",,Y,"Health insurance, Paid time off / vacation time",Small-medium enterprise,"Technology, media & telecommunications",51 - 200,2-Oct,Yes,Fully on-site,CMW
20/11/2024 8:48,Indonesia,Bogor,Male,25 - 30,Graphic Designer,Internal Communication Designer,Full-time employee,Mid-level IC,Motion / animation design,4,6,3 to 5 years,High school / secondary school,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"3,950,000",,,,"47,400,000","3,982",,Y,,Large enterprise (MNC),Consumer products,51 - 200,Team of 1,Yes,Fully remote,
21/11/2024 12:19,Indonesia,Jakarta,Female,18 - 24,Media Communication Designer,Motion designer,Full-time employee,Mid-level IC,Marketing / graphic design,2,3,Up to 3 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",TRUE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"6,900,000","10,900,000",,,"93,700,000","7,871",,Y,"Paid medical leave, Paid time off / vacation time, Health insurance, Transport subsidies, Meal subsidies, Glasses cost Rp 500,000",Large enterprise (MNC),Industrial products & construction,"1001 - 10,000",Team of 1,Yes,Fully on-site,MULIA GROUP INDUSTRY
22/11/2024 2:19,Indonesia,Jakarta,Male,36 - 40,Motion/design graphic staff,Service Designer,Full-time employee,Senior IC,Motion / animation design,13,19,Atleast 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"5,800,000",,,,"69,600,000","5,846",,Y,"Health insurance, Dental insurance, Transport subsidies, Paid medical leave, Meal subsidies",Broadcast,"Technology, media & telecommunications",201 - 1000,2-Oct,No,Fully on-site,
22/11/2024 12:46,Malaysia,Kuala Lumpur,Female,31 - 35,Service Design,Graphic Designer,Fixed term contractor,Mid-level IC,Service Design,8,10,5 to 10 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), In-person certified courses, Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,TRUE,TRUE,No,MYR,Monthly,,"15,000",,,,"180,000","54,559",,,,Large enterprise (MNC),Banking & capital markets,"10,001 and above",101 and above,No,1 day on-site,
23/11/2024 3:11,Indonesia,Jakarta,Female,25 - 30,Graphic Designer,Graphic Designer,Fixed term contractor,Mid-level IC,Marketing / graphic design,7,5,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,Yes,IDR,Monthly,,"7,150,000",0,,,"85,800,000","7,207",,Y,"Paid medical leave, Paid time off / vacation time",Start-up,"Technology, media & telecommunications",Nov-50,Team of 1,Yes,Fully on-site,Indofun Digital Technology
23/11/2024 14:43,Indonesia,Other,Female,25 - 30,Junior Graphic Designer,Product designer,Full-time employee,Mid-level IC,Marketing / graphic design,1,3,Up to 3 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"2,300,000","1,000,000","400,000",,"29,000,000","2,436",,Y,"Meal subsidies, Onsite food / snacks, Health insurance, Paid medical leave, Allowance for flexible working arrangement (remote/co-working space)",Academia / Educational institution,Education,51 - 200,2-Oct,No,Fully on-site,
23/11/2024 17:40,Indonesia,Jakarta,Male,25 - 30,Product Designer,Graphic Designer,Full-time employee,Mid-level IC,Product / UX design,4,4,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"9,500,000","9,500,000",,,"123,500,000","10,374",,Y,"Health insurance, Paid time off / vacation time",Start-up,"Technology, media & telecommunications",201 - 1000,2-Oct,Yes,3 days on-site,
24/11/2024 23:22,Indonesia,Jakarta,Male,31 - 35,Senior Graphic Designer,Senior Creative Designer,Fixed term contractor,Senior IC,Marketing / graphic design,5,6,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly)",TRUE,TRUE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"9,500,000",,,,"114,000,000","9,576",,Y,"Paid time off / vacation time, Professional development, training, or learning fund, Health insurance, Budget for equipment or home office setup, Meal subsidies, Paid medical leave",Small-medium enterprise,Hospitality,51 - 200,Team of 1,Yes,Fully on-site,The Margo Hotel
25/11/2024 11:47,Indonesia,Jakarta,Male,25 - 30,Creative Designer,Graphic Designer,Full-time employee,Mid-level IC,Service Design,3,7,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"8,400,000",,,,"100,800,000","8,467",,Y,,Large enterprise (MNC),"Technology, media & telecommunications",201 - 1000,2-Oct,Yes,Fully on-site,Gravity Game Link
26/11/2024 3:30,Indonesia,Jakarta,Male,25 - 30,Graphic Designer,UI/UX Designer,Full-time employee,Senior IC,Marketing / graphic design,5,4,5 to 10 years,Diploma,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"6,700,000","5,500,000",,,"85,900,000","7,216",,Y,"Onsite food / snacks, Health insurance, Paid medical leave, Meal subsidies, Dental insurance",Hospitality,Hospitality,51 - 200,2-Oct,Yes,Fully on-site,REDTOP Hotel
26/11/2024 8:43,Malaysia,Kuala Lumpur,Female,18 - 24,UI/UX Designer,UI/UX Designer,Full-time employee,Mid-level IC,Visual / UI design,4,4,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,MYR,Monthly,,"4,500",,,,"54,000","16,368",,Y,"Wellness (gym, fitness, etc), Onsite food / snacks, Flexible schedule, Allowance for flexible working arrangement (remote/co-working space)",Start-up,"Technology, media & telecommunications",1-Oct,2-Oct,Not applicable,1 day on-site,
26/11/2024 16:13,Indonesia,Jakarta,Male,18 - 24,UI/UX Designer,Motion designer,Fixed term contractor,Junior IC (Entry level),Product / UX design,2,4,Up to 3 years,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Formal design education (Diploma, Degree..)",TRUE,TRUE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"8,000,000",,,,"96,000,000","8,064",,Y,,Large enterprise (MNC),Consumer products,201 - 1000,2-Oct,Yes,2 days on-site,Legit Group / Ismaya
27/11/2024 6:44,Indonesia,Jakarta,Female,25 - 30,Motion graphic designer,UX Designer,Full-time employee,Junior IC (Entry level),Motion / animation design,3,3,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"8,000,000",,,,"96,000,000","8,064",,Y,"Flexible schedule, Paid medical leave, Health insurance, Dental insurance, Paid time off / vacation time",Start-up,Financial services,201 - 1000,Nov-50,Yes,3 days on-site,
28/11/2024 4:46,Indonesia,Jakarta,Male,25 - 30,UI Designer,Product designer,Full-time employee,Mid-level IC,Visual / UI design,3,5,3 to 5 years,Bachelor's degree,Yes,Self-taught / informal / unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"10,000,000",,,,"120,000,000","10,080",,Y,"Health insurance, Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Internet / mobile phone subsidies, Transport subsidies, Onsite food / snacks, Flexible schedule, Dental insurance, Meal subsidies",Agency / Consulting,"Technology, media & telecommunications",51 - 200,2-Oct,Yes,3 days on-site,Antikode
28/11/2024 18:23,Singapore,Singapore,Male,25 - 30,Product Designer,Graphic Designer,Full-time employee,Junior IC (Entry level),Product / UX design,2,2,Up to 3 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"2,800",,,,"33,600","33,600",,Y,"Paid medical leave, Paid time off / vacation time, Onsite food / snacks",Start-up,Banking & capital markets,51 - 200,2-Oct,Yes,Fully on-site,Hydra X
29/11/2024 15:37,Indonesia,Jakarta,Male,25 - 30,Graphic Designer,UI/UX Designer,Full-time employee,Senior IC,Design operations,6,6,5 to 10 years,Bachelor's degree,Yes,Online certification (e.g. Coursera or IDF),FALSE,TRUE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,500,000",0,,,"78,000,000","6,552",,Y,,Large enterprise (MNC),Other,"10,001 and above",Nov-50,Yes,Fully on-site,Mnc
30/11/2024 18:52,Indonesia,Jakarta,Female,18 - 24,UI/UX Designer,Graphic Designer,Fixed term contractor,Mid-level IC,Product / UX design,2,2,Up to 3 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"12,600,000","12,600,000",,,"163,800,000","13,759",,Y,,Agency / Consulting,"Technology, media & telecommunications",51 - 200,Nov-50,Yes,Fully on-site,
1/12/2024 6:30,Indonesia,Jakarta,Female,25 - 30,Graphic Designer Staff,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,2,4,Up to 3 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"14,000,000","50,000,000",,,"218,000,000","18,312",,Y,Overtime fee,Beauty Industry,Beauty Industry,"1001 - 10,000",2-Oct,No,Fully on-site,
1/12/2024 15:28,Indonesia,Yogyakarta,Male,25 - 30,Graphic Designer,Packaging Designer Supervisor,Full-time employee,Senior IC,Marketing / graphic design,5,4,5 to 10 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"2,700,000",,"200,000",,"32,600,000","2,738",,Y,Transport subsidies,Agency / Consulting,"Advertisement, Multimedia",1-Oct,Team of 1,Yes,3 days on-site,Canting Creative Agency
2/12/2024 1:21,Indonesia,Jakarta,Male,25 - 30,Packaging Designer Supervisor,UI/UX Designer,Full-time employee,Lead / Staff / Principal IC,Industrial design,6,6,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"8,000,000",,,,"96,000,000","8,064",,,"Health insurance, Transport subsidies, Allowance for flexible working arrangement (remote/co-working space), Paid medical leave",Small-medium enterprise,Health care,201 - 1000,2-Oct,Yes,Fully remote,PT Implora Sukses Abadi
2/12/2024 8:31,Singapore,Singapore,Female,25 - 30,UX Designer,Motion designer,Full-time employee,Mid-level IC,Product / UX design,2,2,Up to 3 years,Master's degree,No,,,,,,,No,SGD,Monthly,,"7,700","18,000",,,"110,400","110,400",,Y,"Flexible schedule, Paid medical leave, Paid time off / vacation time, Professional development, training, or learning fund, Budget for equipment or home office setup, Internet / mobile phone subsidies",Government,Government & public services,"1001 - 10,000",2-Oct,Yes,2 days on-site,
2/12/2024 15:20,Indonesia,Jakarta,Male,18 - 24,motion,Graphic Designer,Full-time employee,Mid-level IC,Motion / animation design,1,4,Up to 3 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF), Self-taught/informal/unstructured courses",TRUE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"5,000,000",,,,"60,000,000","5,040",,Y,,Agency / Consulting,Other,Nov-50,2-Oct,No,Fully on-site,h
2/12/2024 15:23,Indonesia,Jakarta,Female,25 - 30,senior graphic designer (branding & packaging),Creative Support,Full-time employee,Senior IC,Marketing / graphic design,6,6,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"12,000,000","19,000,000",,,"163,000,000","13,692",,Y,"Flexible schedule, Health insurance, Paid medical leave, Paid time off / vacation time, Dental insurance, Onsite food / snacks",Start-up,Consumer products,201 - 1000,Nov-50,Yes,Fully on-site,
2/12/2024 21:40,Indonesia,Jakarta,Female,18 - 24,Creative Support,digital marketing,Full-time employee,Junior IC (Entry level),Marketing / graphic design,1,2,Up to 3 years,Diploma,No,,,,,,,No,IDR,Monthly,,"3,800,000",,,,"45,600,000","3,830",,,"Flexible schedule, Transport subsidies, Internet / mobile phone subsidies, Budget for equipment or home office setup",Small-medium enterprise,"Retail, wholesale & distribution",201 - 1000,2-Oct,Yes,Fully on-site,
3/12/2024 2:08,Indonesia,bekasi,Prefer not to respond,25 - 30,digital marketing,Digital Marketing Specialist,Full-time employee,Junior IC (Entry level),Service Design,1,2,Up to 3 years,Bachelor's degree,Yes,Self-taught/informal/unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"5,200,000",0,0,0,"62,400,000","5,242",,,"Health insurance, Onsite food / snacks, Budget for equipment or home office setup",Small-medium enterprise,"Retail, wholesale & distribution",Nov-50,Team of 1,Yes,Fully on-site,-
3/12/2024 2:18,Indonesia,Bekasi,Male,25 - 30,Digital Marketing Specialist,Automotive designer,Full-time employee,Senior IC,Marketing / graphic design,3,3,3 to 5 years,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"8,000,000",,,,"96,000,000","8,064",,,"Health insurance, Flexible schedule, Allowance for flexible working arrangement (remote/co-working space), Onsite food / snacks, Paid medical leave",Start-up,Medical Devices,51 - 200,Team of 1,No,Fully on-site,
3/12/2024 12:35,Indonesia,Jakarta,Male,25 - 30,Automotive designer,Staff industrial designer,Full-time employee,Mid-level IC,Industrial design,3,3,3 to 5 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught/informal/unstructured courses",TRUE,TRUE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"7,500,000","7,500,000",,,"97,500,000","8,190",,,"Health insurance, Onsite food / snacks",Large enterprise (MNC),Automotive,"10,001 and above",2-Oct,Yes,Fully on-site,Polytron
3/12/2024 14:34,Indonesia,Kudus,Male,25 - 30,Staff industrial designer,head vehicle styling design,Fixed term contractor,Lead / Staff / Principal IC,Industrial design,5,4,5 to 10 years,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"5,600,000",,,,"67,200,000","5,645",,,"Health insurance, Professional development, training, or learning fund, Paid medical leave, Internet / mobile phone subsidies, Wellness (gym, fitness, etc), Transport subsidies",Large enterprise (MNC),Industrial products & construction,"1001 - 10,000",Nov-50,Yes,4 days on-site,Polytron
4/12/2024 0:30,Indonesia,Jakarta,Male,46 - 50,head vehicle styling design,Graphic Designer,Full-time employee,Head of department / Senior leadership,Industrial design,24,24,Atleast 10 years,Master's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"52,000,000",,,,"624,000,000","52,416",,,"Health insurance, Paid medical leave, annual tax",Start-up,Automotive,51 - 200,2-Oct,Yes,Fully on-site,Maka Motors
